iter	RMSE
346	1.093238773
347	1.091229639
348	1.087806967
349	1.085075141
350	1.083954151
351	1.082139479
352	1.079253267
353	1.07666159
354	1.073814406
355	1.072157496
356	1.070616974
357	1.068205051
358	1.065413162
359	1.06313184
360	1.062005431
361	1.060922062
362	1.058894902
363	1.055501774
364	1.053657795
365	1.052066703
366	1.049699341
367	1.047553095
368	1.045733131
369	1.042571809
370	1.039924841
371	1.036788798
372	1.034084257
373	1.030365542
374	1.027990412
375	1.025939405
376	1.022522717
377	1.020119288
378	1.017420734
379	1.014531631
380	1.012388436
381	1.010391687
382	1.00817399
383	1.00657481
384	1.005280895
385	1.002752756
386	1.000446022
387	0.9988438085
388	0.9964495718
389	0.9946522913
390	0.9926506881
391	0.9913000446
392	0.9878266431
393	0.9850540413
394	0.9836585163
395	0.9829994387
396	0.9811420202
397	0.9805001628
398	0.978805115
399	0.9755855724
400	0.9734144661
401	0.9717543385
402	0.9695305582
403	0.9682165805
404	0.9647484716
405	0.9632173259
406	0.9624105857
407	0.9612235252
408	0.9591519745
409	0.9582218414
410	0.9550964782
411	0.9524065196
412	0.9503965997
413	0.9484666553
414	0.9467249843
415	0.9455373687
416	0.943844314
417	0.9426767709
418	0.9408907418
419	0.9388844999
420	0.9374438258
421	0.9354104866
422	0.9333011653
423	0.9318210591
424	0.9288987707
425	0.9271116683
426	0.9247123516
427	0.9227977306
428	0.9217520979
429	0.9199810373
430	0.9184077436
431	0.9170669989
432	0.9163826696
433	0.9147098369
434	0.9132732427
435	0.9119823218
436	0.9109941464
437	0.9080400419
438	0.9065354605
439	0.9048984077
440	0.9023234241
441	0.9013241749
442	0.9004981572
443	0.8988829596
444	0.8974272283
445	0.8954753567
446	0.8940811951
447	0.8926997818
448	0.8908454109
449	0.8894358382
450	0.8880637054
451	0.8868010917
452	0.88462426
453	0.8829679699
454	0.8812397592
455	0.8788438507
456	0.8765903562
457	0.8748017952
458	0.8733358007
459	0.8718763125
460	0.8697842745
461	0.8686715663
462	0.8672407922
463	0.8657144428
464	0.8645679101
465	0.8636947751
466	0.8624478475
467	0.8609388589
468	0.8602297765
469	0.8591869505
470	0.8577979531
471	0.8570700921
472	0.8557140031
473	0.8544544602
474	0.8530242144
475	0.8519951987
476	0.8513124444
477	0.8494391049
478	0.8483791645
479	0.8465423736
480	0.8442116783
481	0.8427485787
482	0.8414122033
483	0.8394886121
484	0.8386362273
485	0.8372771332
486	0.8360752797
487	0.8349283672
488	0.8341764618
489	0.832298803
490	0.8312932084
491	0.8298868396
492	0.8275494369
493	0.8257867941
494	0.8245733561
495	0.8229739979
496	0.8218892407
497	0.8199603069
498	0.8192603441
499	0.8182739235
500	0.817325428
501	0.8153620947
502	0.8149193369
503	0.8136650927
504	0.8126259223
505	0.8117767227
506	0.8107578252
507	0.8096660073
508	0.8086395648
509	0.8071838509
510	0.8058939747
511	0.8051910152
512	0.8039668365
513	0.8025473179
514	0.8011380808
515	0.8000426279
516	0.7991445147
517	0.7980662007
518	0.7973726877
519	0.7964633398
520	0.7956839561
521	0.7943652658
522	0.7924722486
523	0.7917165472
524	0.7899846929
525	0.7886385713
526	0.7874319128
527	0.786443701
528	0.7847100455
529	0.7834701691
530	0.7828259753
531	0.7807977461
532	0.7793525286
533	0.7785416729
534	0.7780093317
535	0.7769226682
536	0.776002469
537	0.77446382
538	0.7740741656
539	0.7732067265
540	0.7722443368
541	0.7713407101
542	0.7700714418
543	0.7689829751
544	0.7681867359
545	0.7668367612
546	0.7663405362
547	0.7648178558
548	0.7637288495
549	0.7625344937
550	0.761772047
551	0.7612937591
552	0.7603092914
553	0.7591920232
554	0.7581625607
555	0.757612286
556	0.7569012588
557	0.7559753489
558	0.7550240073
559	0.7542871561
560	0.7527409656
561	0.7514779794
562	0.7504979047
563	0.7489080367
564	0.7478734727
565	0.7466445024
566	0.7458205015
567	0.7451537078
568	0.7438891014
569	0.7435043286
570	0.7422159913
571	0.7417051371
572	0.7409578497
573	0.7402025212
574	0.7396025188
575	0.7380547913
576	0.7376285928
577	0.7366451954
578	0.7353249528
579	0.7340853589
580	0.7334300203
581	0.7325228809
582	0.731525195
583	0.7306079309
584	0.7296037901
585	0.7286626031
586	0.7277896361
587	0.7273017946
588	0.726233786
589	0.7249750262
590	0.7241326917
591	0.7230302519
592	0.7225662855
593	0.7217528266
594	0.7204920407
595	0.7198456853
596	0.718810455
597	0.7182760973
598	0.717541726
599	0.716928311
600	0.7156404558
601	0.7145995809
602	0.7139103643
603	0.7131194825
604	0.7118880249
605	0.7111017521
606	0.7102976499
607	0.7097849368
608	0.7091367955
609	0.7082460742
610	0.7073279865
611	0.7067512351
612	0.7056345569
613	0.7051142017
614	0.7043314489
615	0.7034572619
616	0.7027688957
617	0.7014163656
618	0.7006139316
619	0.6994528955
620	0.6983524667
621	0.6976241823
622	0.6966702894
623	0.6962150715
624	0.6956004342
625	0.6945238527
626	0.6939392174
627	0.6928703748
628	0.6922672364
629	0.6912159725
630	0.690354646
631	0.6894354798
632	0.6887381202
633	0.6882340972
634	0.6876990673
635	0.6869092418
636	0.6860956209
637	0.6855334361
638	0.6848215858
639	0.6841578832
640	0.6835221177
641	0.6827888722
642	0.6819779243
643	0.6812664357
644	0.6802913719
645	0.6796201746
646	0.6787119094
647	0.6780120267
648	0.6775378291
649	0.6769750828
650	0.6763520077
651	0.6758424879
652	0.6752275135
653	0.6746861109
654	0.6737603432
655	0.672757172
656	0.6722989858
657	0.6715865204
658	0.6704251746
659	0.6695918683
660	0.6691606379
661	0.6687883472
662	0.6681766218
663	0.6675426328
664	0.6666898011
665	0.6662884635
666	0.6650811049
667	0.6646621362
668	0.6642379674
669	0.6637918941
670	0.6633505869
671	0.6626444885
672	0.6620055636
673	0.6609593655
674	0.6605958336
675	0.6601696666
676	0.6594821692
677	0.65862835
678	0.6580748198
679	0.6573977143
680	0.6564004578
681	0.6560534298
682	0.6553557547
683	0.6547328755
684	0.6539708165
685	0.6530869967
686	0.6526706514
687	0.6520259066
688	0.6512985734
689	0.6504565457
690	0.6497064434
691	0.6486827648
692	0.6479617761
693	0.6477532664
694	0.6472342784
695	0.6460657113
696	0.6454201634
697	0.644400481
698	0.6436861828
699	0.6427520267
700	0.6424346382
701	0.6418988486
702	0.6412725446
703	0.6409206982
704	0.6401975202
705	0.6396233737
706	0.6388559698
707	0.6385349851
708	0.6380484433
709	0.6371776841
710	0.6364812126
711	0.6356239582
712	0.6353371153
713	0.6347929256
714	0.6340198194
715	0.6331856236
716	0.6327104106
717	0.6324000354
718	0.6317320736
719	0.6312768143
720	0.6306472237
721	0.6299772628
722	0.6296242349
723	0.6292218778
724	0.6287036659
725	0.6283321799
726	0.6277587966
727	0.6271347273
728	0.6265592925
729	0.6260921881
730	0.6249790925
731	0.6239729451
732	0.623222727
733	0.6228516551
734	0.6223570471
735	0.6218809024
736	0.621551963
737	0.6210206713
738	0.6204056424
739	0.6195735944
740	0.6188557915
741	0.6180346449
742	0.6168449785
743	0.6161703552
744	0.6157527446
745	0.6150660675
746	0.6145965334
747	0.6142861564
748	0.6138085569
749	0.6133176933
750	0.6129046556
751	0.6124519215
752	0.6119664286
753	0.6114877325
754	0.6113225211
755	0.6107612642
756	0.6101635173
757	0.6095676235
758	0.6092214597
759	0.6086598737
760	0.6080784519
761	0.6077986925
762	0.6072490705
763	0.6065247144
764	0.6062551356
765	0.6057877808
766	0.6052815908
767	0.6049488818
768	0.6046086084
769	0.604254425
770	0.6038737992
771	0.6034275556
772	0.6027744665
773	0.6022511514
774	0.6016492081
775	0.6010545816
776	0.6005804634
777	0.6002597128
778	0.5998547005
779	0.5993551509
780	0.5990500547
781	0.5984946184
782	0.5976359933
783	0.5971962443
784	0.5968926791
785	0.596271584
786	0.5957740633
787	0.5953422596
788	0.5949330459
789	0.5944958351
790	0.5937544306
791	0.5931895256
792	0.5927269264
793	0.5922116725
794	0.5917869335
795	0.5913479528
796	0.5902953133
797	0.5897578291
798	0.5893605798
799	0.5887364096
800	0.5884410624
801	0.5879301274
802	0.5874759562
803	0.5872135562
804	0.5866323938
805	0.586148771
806	0.5855166582
807	0.5849980562
808	0.58468211
809	0.5841941412
810	0.5837895837
811	0.5829981938
812	0.5823001744
813	0.5819025795
814	0.5814393843
815	0.5811638464
816	0.5807047069
817	0.5803246875
818	0.5799929544
819	0.5795493888
820	0.5790853942
821	0.5788457728
822	0.578512856
823	0.5780663722
824	0.5775231613
825	0.5770676975
826	0.5767193911
827	0.5761758207
828	0.5755871035
829	0.5750678721
830	0.5747023822
831	0.5742645222
832	0.573970825
833	0.573633545
834	0.5731234879
835	0.5726535312
836	0.5720966664
837	0.571647553
838	0.5713073778
839	0.5708578464
840	0.570562586
841	0.5700496729
842	0.5695808048
843	0.5689626337
844	0.5686145011
845	0.5681659666
846	0.56770074
847	0.5674632212
848	0.5670990859
849	0.5667304525
850	0.5663538196
851	0.5660924573
852	0.5655781663
853	0.5651630357
854	0.564954323
855	0.5644819785
856	0.5642586974
857	0.5638489333
858	0.5633731013
859	0.562970257
860	0.5624304992
861	0.5621298471
862	0.5617450676
863	0.5611825484
864	0.5607278617
865	0.5604419993
866	0.5601573986
867	0.5598063092
868	0.559392478
869	0.5586108742
870	0.5578660635
871	0.5575737048
872	0.5572270637
873	0.5567610566
874	0.5564002706
875	0.5560468775
876	0.5558448496
877	0.5554275047
878	0.5551806591
879	0.5548060113
880	0.5546057905
881	0.5540813089
882	0.5538516059
883	0.5535156661
884	0.5531739672
885	0.5529620251
886	0.5523960649
887	0.5520445502
888	0.5517218423
889	0.5510958683
890	0.5508737548
891	0.5506089152
892	0.5502720438
893	0.5496473612
894	0.5492798315
895	0.5488747989
896	0.5484775191
897	0.5481174882
898	0.5476625893
899	0.5473734324
900	0.5469142213
901	0.546682396
902	0.5461288035
903	0.5458474147
904	0.5457515594
905	0.5454821938
906	0.544973714
907	0.5447428417
908	0.5444160464
909	0.5438499593
910	0.5434748436
911	0.54300683
912	0.5426700912
913	0.5420774029
914	0.5416851843
915	0.5414551556
916	0.5410017208
917	0.5407649918
918	0.5404470794
919	0.5402865349
920	0.5399816822
921	0.539679221
922	0.5392289483
923	0.5389853029
924	0.5386309654
925	0.5385283654
926	0.5383360048
927	0.5380377276
928	0.5376890232
929	0.5375473064
930	0.5369560906
931	0.5365774142
932	0.5361683661
933	0.5360183628
934	0.5356614559
935	0.5354292881
936	0.5350245302
937	0.5346793457
938	0.534340297
939	0.5340178071
940	0.5336308661
941	0.533362855
942	0.5329891369
943	0.5326716958
944	0.5322639695
945	0.5320691718
946	0.5318203846
947	0.531504318
948	0.5311877919
949	0.5307892765
950	0.5306062262
951	0.5305120613
952	0.5296837829
953	0.5294350602
954	0.5291217603
955	0.5289587673
956	0.5287424598
957	0.5284440174
958	0.5281342561
959	0.5275240172
960	0.5272931345
961	0.5268377291
962	0.5263749053
963	0.526161492
964	0.5259672607
965	0.5256439048
966	0.5252423314
967	0.5250475181
968	0.5247356594
969	0.5244620823
970	0.5242301575
971	0.5239841758
972	0.5235826451
973	0.5232211192
974	0.5228134219
975	0.5226806909
976	0.5222812046
977	0.5221074662
978	0.5215259044
979	0.5212412605
980	0.5209728329
981	0.5206071528
982	0.5203350311
983	0.5199977092
984	0.5195508037
985	0.5192792815
986	0.5188307983
987	0.518439412
988	0.5181424995
989	0.517864444
990	0.517332085
991	0.51700974
992	0.5166595116
993	0.516316333
994	0.5161159073
995	0.5158136688
996	0.5155677392
997	0.5153690265
998	0.5151138519
999	0.514804572
